Volcano Number,Volcano Name,Region,Estimate method,Recorded small eruptions,Recorded large eruptions,Recorded unknown eruptions,Jenkins classification,Whelley classification,Probability of eruption 5th percentile,Probability of eruption 50th percentile,Probability of eruption 95th percentile,<= VEI 3 5th percentile,<= VEI 3 50th percentile,<= VEI 3 95th percentile,VEI 4 5th percentile,VEI 4 50th percentile,VEI 4 95th percentile,VEI 5 5th percentile,VEI 5 50th percentile,VEI 5 95th percentile,VEI 6 5th percentile,VEI 6 50th percentile,VEI 6 95th percentile,VEI 7 5th percentile,VEI 7 50th percentile,VEI 7 95th percentile
264160,Egon,Indonesia,Bayesian update,4,0,0,Large cone,Semi-plugged stratocone,0.00983435899363916,0.01607115943039899,0.024763051068773013,0.009524022814098178,0.013167381673302888,0.01680371150567722,0.00019259499464462652,0.00170930340750124,0.004543427053300016,8.851418512151213e-05,0.0008820366860478533,0.0025181543490149835,2.922699977484391e-05,0.00031243766354700905,0.000897758160780795,0.0,0.0,0.0
263140,Galunggung,Indonesia,Bayesian update,3,2,0,Large cone,Semi-plugged stratocone,0.010454094966537798,0.016650440824832743,0.025058952945006065,0.010139985445009844,0.013713352490060898,0.017285765857083104,0.00019051372497725137,0.0017423993489158187,0.004479695890019607,8.558006540032191e-05,0.0008177646463464383,0.0022021245863214716,2.9073900309856984e-05,0.00027698243716243505,0.0008022700418128543,8.941830840522528e-06,9.994190234715255e-05,0.00028909656976903097
268060,Gamalama,Indonesia,Bayesian update,50,0,1,Large cone,Open-vent stratocone,0.16987057827767385,0.199472215417699,0.23450087944425455,0.1677821829586579,0.18420707796646069,0.19912777487714745,0.001370527674505054,0.009166501812007873,0.01996090967204618,0.000506765311968751,0.004058268979261839,0.009847510999386232,0.00014121854841547463,0.0013471890341787487,0.003652519971982188,6.988378412668464e-05,0.0006931776257898589,0.0019121639236925104
268040,Gamkonora,Indonesia,Bayesian update,11,1,0,Large cone,Open-vent stratocone,0.035264667014965785,0.04625732640894998,0.060736104894039536,0.0347183329512867,0.04114263345893662,0.04719347498601436,0.0003258893156759926,0.0029272753536853514,0.007570018244592927,0.00014018479891015563,0.0013876852919311791,0.0037124944003195026,5.772657408934824e-05,0.0005613138818453431,0.00157075669662272,2.253337500358974e-05,0.00023841842255148177,0.0006893605664900287
263060,Gede-Pangrango,Indonesia,Bayesian update,20,0,0,Large cone,Semi-plugged stratocone,0.06253057031263161,0.07956967197634068,0.10054257181427506,0.06125508770060103,0.07041026222926923,0.07927834128962442,0.0009021163692772128,0.005788915545003296,0.0125840310339354,0.0002633356852664504,0.002324630411035008,0.005786341484787155,8.600573671107919e-05,0.0007999402061036907,0.0021904306249165267,2.4024820775838665e-05,0.00024592358492945985,0.0007034273810115464
263130,Guntur,Indonesia,Bayesian update,22,0,1,Large cone,Open-vent stratocone,0.07299340233414464,0.08972954409680259,0.11079645054155324,0.07204981035094973,0.08143222349631674,0.09019349538922079,0.0005750916332555778,0.0046966783902921486,0.011066329068631352,0.00023424005642417518,0.0022077355238681465,0.005667317385100732,8.565866410764253e-05,0.0008754824858673065,0.002436617947096097,4.8601629407511276e-05,0.0005174242004582594,0.0014326907515042656
265030,Gunungapi Wetar,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.682583902787884e-05,0.002021180566068342,0.011659256292859944,6.044491331249113e-05,0.0018289118649812074,0.010519402520354635,4.535008699363772e-06,0.0001315868035143328,0.0007938076714412481,1.5009439524015367e-06,4.988157235949616e-05,0.00028068090242155735,3.17572636748212e-07,9.753824691438365e-06,5.838598190229353e-05,2.7400426874181313e-08,1.0465005218673822e-06,6.979216740209397e-06
275001,Hainan Volcanic Field,Philippines and SE Asia,Analogue,0,0,2,Small cone,Distributed cones and fields,2.537280594232594e-05,0.0008403848796150493,0.005200748770817654,2.2989099140590817e-05,0.0007552977550214598,0.004701615924692136,2.1621404692400535e-06,7.674513644107412e-05,0.00044821933273535096,2.004432243097896e-07,7.561695799807042e-06,4.565701355317688e-05,1.9710914335940006e-08,7.069639825271511e-07,4.569303513312408e-06,1.41219384933559e-09,7.332837018132073e-08,6.871963236780518e-07
275040,Haut Dong Nai,Philippines and SE Asia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.0515407850789e-05,0.0008408891336948749,0.004953725800158878,1.8151183379657206e-05,0.0007598258180971933,0.004466414635278685,2.1299230844899946e-06,7.285576602293785e-05,0.00043780382872451085,2.1473044738870572e-07,7.438927481273243e-06,4.415470377783209e-05,1.8380085579016748e-08,6.972995598306332e-07,4.678502697969363e-06,1.1908536740724609e-09,7.132253363992279e-08,6.741296798810739e-07
268052,Hiri,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,7.19272747870222e-05,0.0020527135763246987,0.011514855281482515,6.538271125536682e-05,0.00185689825131295,0.010387308787913014,4.5050552319956315e-06,0.00013613066800820364,0.0007770610839937103,1.671748036927584e-06,4.8517274852443204e-05,0.0002854766293298626,3.384378953110888e-07,1.014475468742681e-05,5.792981077347202e-05,2.9322367421070534e-08,1.022627463674783e-06,7.078969472456631e-06
261280,Hulubelu,Indonesia,Analogue,0,0,0,Caldera,Well-plugged stratocone,0.0002842463534354478,0.0030230302796016933,0.011584172647697268,0.00024079649746591906,0.002565527914816744,0.009781032971869037,2.4124578210621745e-05,0.00025472243358077386,0.0009994874479517355,1.0328321676428245e-05,0.00010759785757960308,0.00042437369083815586,7.754700300877267e-06,8.163710684615987e-05,0.00032220453176384556,1.2422557816014344e-06,1.354496677841284e-05,5.707400527449379e-05
261200,Hululais,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.0594679646030335e-05,0.0020596851547034414,0.011616060960810541,5.416545099164305e-05,0.001861834535947344,0.010481763159711752,4.64173760956799e-06,0.00013603110423565632,0.000786402821540408,1.4614462397185019e-06,5.10160171468407e-05,0.00028286728775198154,2.987584162186915e-07,9.783560191993658e-06,5.7841986183357826e-05,2.7286388882095798e-08,1.0199371816065233e-06,7.185705623042464e-06
268030,Ibu,Indonesia,Bayesian update,5,0,0,Large cone,Open-vent stratocone,0.013857789133431388,0.02030630716590092,0.02932033516964255,0.013557060449784412,0.017328393505168613,0.021219211702078973,0.0001619900262813595,0.0015699133769581442,0.0041106829173661605,8.464607222638842e-05,0.000842325107858816,0.0023634507112218965,3.85339210989971e-05,0.0003950983189458585,0.0011295885632099374,1.555866404022881e-05,0.00017057685696948791,0.0004974012757655831
263350,Ijen,Indonesia,Bayesian update,8,0,0,Large cone,Large caldera,0.02295868486519262,0.03259669508401244,0.045506699995383905,0.02243407435427697,0.027820974178908213,0.033044583207355184,0.00032693568023248773,0.0027028523311307673,0.006749205625222787,9.255447756527901e-05,0.0009733722799638954,0.0026533034981629754,5.683127182036268e-05,0.0005882291219187861,0.0016250558374347798,4.8289081297518086e-05,0.0005112671720907817,0.001434551827208182
264220,Iliboleng,Indonesia,Bayesian update,20,0,0,Large cone,Open-vent stratocone,0.06425905894966068,0.07946201926385436,0.0988462746958197,0.06336237392837278,0.07196050815628914,0.08035871422337827,0.0005679059125875033,0.004314580281634982,0.010118387929131237,0.00022083496326242433,0.002011005680639542,0.0051389618445589575,6.960886562035393e-05,0.0007615279369556212,0.0020782291491260744,3.8335279817612974e-05,0.0004143972083350827,0.001151981549625156
264240,Ililabalekan,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,7.120864776917723e-05,0.0021378696391668784,0.012073264740257762,6.453033903825746e-05,0.0019411811361196379,0.01094787294639526,4.655306781418653e-06,0.00013483247758564409,0.0007760194756943442,1.686935894575441e-06,5.113797925270347e-05,0.0002856306478734632,3.0545610688989413e-07,9.70453855667674e-06,5.644437203988586e-05,3.0609948035772376e-08,1.0135076522164965e-06,7.297298254807197e-06
264170,Ilimuda,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.403537633797777e-05,0.0021123132378373906,0.012114501101263222,5.777975270458752e-05,0.0019138244930297134,0.010973378147985484,4.331560078838603e-06,0.00013783521603504394,0.0007902696204649503,1.5547300766393646e-06,4.980452992127258e-05,0.0002850839043116955,3.428576093801671e-07,9.80301329352766e-06,5.8747406916246526e-05,2.6475868532127067e-08,1.0459855578326595e-06,7.022021584845666e-06
264250,Iliwerung,Indonesia,Bayesian update,13,0,0,Large cone,Semi-plugged stratocone,0.038557423343953026,0.051874482118828266,0.06835447983184038,0.03773203680931857,0.045240763808206685,0.05224667743144631,0.0005640400482760455,0.004175194798511866,0.009577814750449293,0.00018972837527582898,0.001722499703254702,0.00448286631976568,5.9628260057233674e-05,0.000614658856577219,0.0016934796016978095,1.1989851025347892e-05,0.00012136495227779563,0.0003536417284812907
264090,Inielika,Indonesia,Bayesian update,2,0,0,Large cone,Well-plugged stratocone,0.0036705954475097025,0.007956988485109862,0.01433064121718237,0.003465873091178945,0.005902204963256359,0.008454194075899719,0.00010670117107603402,0.001082323435180789,0.003040661209388347,6.9856697692498e-05,0.0007000846140056603,0.0020169034762938846,2.8164487562225524e-05,0.0002723754726670532,0.0008188824556004186,0.0,0.0,0.0
264080,Inierie,Indonesia,Analogue,0,0,0,Large cone,Open-vent stratocone,6.646481487832217e-05,0.0020165444852591288,0.011620913188289617,6.005657996732117e-05,0.0018214045750387926,0.01050115093524148,4.333195432483261e-06,0.00013516018878415075,0.0007675745791588771,1.7274587883842273e-06,4.88699898105903e-05,0.0002877559894000781,3.199625303127869e-07,1.0069906239662815e-05,5.73226971268729e-05,2.761815982072917e-08,1.0398253859322388e-06,7.1089873623092176e-06
274060,Iraya,Philippines and SE Asia,Analogue,0,0,1,Large cone,Semi-plugged stratocone,6.492697145221818e-05,0.002068317611948839,0.011563215108878052,5.821522508833912e-05,0.0018692403260221855,0.010443159238721108,4.624010670609566e-06,0.00013938639408544933,0.0007782672607853189,1.7409645370884734e-06,4.890873679524248e-05,0.00027924509242004104,3.1748535211468974e-07,9.725486297826146e-06,5.523318812440757e-05,2.9285804066333015e-08,1.0566687481355948e-06,7.310328827175676e-06
273041,Iriga,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.44528968288007e-05,0.0020147387620273686,0.011713807503487541,5.815644512894187e-05,0.0018182833838481047,0.010587205883556716,4.154614240438947e-06,0.00013599350822161567,0.0007776801167245934,1.7402253187271117e-06,4.935993019640061e-05,0.00028579471139225334,3.708651605959784e-07,1.008727055451059e-05,5.590624114702828e-05,3.0746980096792656e-08,1.014669206736948e-06,7.220550666949586e-06
273042,Isarog,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.292181831853482e-05,0.0020758660666437617,0.011818125516021414,5.679515592700852e-05,0.0018778337774338235,0.01069529993583706,4.290412241715753e-06,0.00013713293143694872,0.0007737364003932781,1.513335219825322e-06,5.0028182639547017e-05,0.00028517697744092913,2.917444711769339e-07,9.843492958755368e-06,5.6910708481320224e-05,3.117045880827728e-08,1.0276821746875848e-06,7.0014938688249e-06
264110,Iya,Indonesia,Bayesian update,7,0,0,Large cone,Semi-plugged stratocone,0.019325642730979663,0.028232287733430693,0.0401051155554254,0.018868421525543112,0.023933039283537343,0.028826539728969244,0.00026850023823272567,0.0024686672810110347,0.0061829360783745785,0.00012941413175330814,0.001243282062830318,0.003424316412522262,4.221458373297392e-05,0.0004118837243037662,0.0011776371872181772,1.709225171754087e-05,0.0001754153817482304,0.0004936861483411365
263330,Iyang-Argapura,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.444823497966224e-05,0.0019917629265510596,0.011520857311165386,5.776648429991114e-05,0.0017954580523054267,0.010388322950808682,4.553304812635468e-06,0.00013574081445165716,0.0007837766088388593,1.8002761497996414e-06,4.958956230162456e-05,0.0002842218462022344,2.98761850644373e-07,9.933063603171566e-06,5.743928979466167e-05,2.9407866671631963e-08,1.0414338891796857e-06,7.096615520948516e-06
268051,Jailolo,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,7.205484624765283e-05,0.002062508792271396,0.011665440960667604,6.585652184678596e-05,0.0018657102352316805,0.010532093686525863,4.230158971557192e-06,0.00013660285597251711,0.0007817132158807025,1.617398937152497e-06,4.915022298977061e-05,0.00028833089787222037,3.2086437090788374e-07,1.000441254617742e-05,5.632779238368899e-05,2.99021212492884e-08,1.0410655312501027e-06,6.975368005128899e-06
261220,Kaba,Indonesia,Bayesian update,11,0,0,Large cone,Semi-plugged stratocone,0.032595265061920765,0.04385649921189709,0.058209196135300574,0.03194720592139288,0.038288240687987876,0.04444235746101164,0.0004301712123040694,0.003482802331638228,0.00816608602850899,0.00015208722755386225,0.0014298510333248362,0.0037868173079142844,5.44133321203553e-05,0.0005342227276729808,0.001466718871188368,1.138736854960457e-05,0.00012138243127316622,0.00034721646667729155
271061,Kalatungan,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.934093221937346e-05,0.002071516368680532,0.012308166708040085,6.264386917261793e-05,0.0018746306096844734,0.011167452220788089,4.6595477011010215e-06,0.00013703509038774355,0.0007964048946243082,1.662635345015692e-06,4.9248851815377023e-05,0.00027970230737803264,3.457590850032616e-07,9.588267396960035e-06,5.738521613977511e-05,2.912091563554857e-08,1.0135493959782395e-06,7.2220691098818675e-06
272020,Kanlaon,Philippines and SE Asia,Bayesian update,29,0,0,Large cone,Semi-plugged stratocone,0.109848342545985,0.1351887962246396,0.1649824057223189,0.10770227367753706,0.12088170985291048,0.13335686810271974,0.0015863781469009056,0.009350650855425188,0.019179319456583813,0.00042757573885855303,0.0036537984491174028,0.008844019861605126,9.942377838001699e-05,0.0009587889057107461,0.002627436620386801,3.269120430846651e-05,0.0003438481614758053,0.0009747616810234126
263020,Karang,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.87449668264535e-05,0.002064884253685003,0.011549986828215819,6.240354629995436e-05,0.0018697726631949083,0.010418785614326768,4.472525915235688e-06,0.00013604007544738353,0.000781755581017035,1.4662295816940386e-06,4.791976845699785e-05,0.00028332003453873504,3.712840288842494e-07,1.0060740951062996e-05,5.8596422838991745e-05,3.138100068516333e-08,1.091005634650335e-06,7.529175494288705e-06
267020,Karangetang,Indonesia,Bayesian update,54,0,0,Large cone,Open-vent stratocone,0.1809356942261497,0.21310658463703908,0.25021208972342773,0.1784067767120671,0.19606321166613444,0.21187084323391123,0.0017791634637402214,0.010667871304789618,0.022651794658075708,0.0005409003895319526,0.004414392939257704,0.010473611274744082,0.0001523175260088618,0.0013782121519849205,0.0036147082606039684,5.653613480157126e-05,0.000582896574872413,0.0016011322960927344
263281,Kawi-Butak,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,5.592400838163618e-05,0.002024378096328892,0.011831996403998376,5.01054649569863e-05,0.0018317821022851744,0.010710445428092543,3.964581310525457e-06,0.00013261916337364697,0.0007752112198779514,1.5211101947482262e-06,4.924173794011775e-05,0.0002832443192818431,3.0357640559625704e-07,9.678606049650814e-06,5.564928538639202e-05,2.9275513779946883e-08,1.05648668030209e-06,7.446151359647788e-06
264140,Kelimutu,Indonesia,Bayesian update,3,0,0,Large cone,Well-plugged stratocone,0.006535615475493235,0.011824474571334962,0.019596833249839338,0.00627696353014028,0.009276660389879135,0.0125058001142361,0.00013009286138620697,0.0012652827153570943,0.0033830543231938978,8.962399381995181e-05,0.00088986220763135,0.0025530728630567953,2.7574740721960294e-05,0.00027775659590664737,0.0008141628103714329,1.1360349424835623e-05,0.00011491266256073517,0.00034074313898110843
263280,Kelut,Indonesia,Bayesian update,14,8,0,Large cone,Semi-plugged stratocone,0.05768370414067167,0.07317271898195192,0.09202263705824609,0.056592726777230644,0.06510613493313333,0.07332658981519288,0.0007702131298183384,0.005164039780664332,0.011275814525202113,0.0002414473619117255,0.0020321867731284944,0.00499431000433815,5.946977420165376e-05,0.0006622664445364234,0.0018300419907250932,1.9847097509307562e-05,0.00020809105048933007,0.0005958807227878475
263110,Kendang,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.232933141426665e-05,0.002082743896831468,0.011584076597749914,5.58724362036292e-05,0.001887209989189779,0.010442357089073954,4.450538903354221e-06,0.00013561196878365302,0.0007897437718551724,1.6869160387720227e-06,4.90845872621834e-05,0.00028506288827728944,2.9107089624322794e-07,9.781200393454174e-06,5.953012593540398e-05,2.8369372267986084e-08,1.056151202398321e-06,7.382722608092598e-06
261170,Kerinci,Indonesia,Bayesian update,36,0,0,Large cone,Open-vent stratocone,0.11974627884654117,0.14254544489223275,0.17014413560183606,0.11824489162363531,0.13087181538228576,0.1424647408728184,0.0009868228946652718,0.006897138736929608,0.015628043094982218,0.00034793421638150683,0.003097692527292214,0.007490563375915059,0.00012022565823663726,0.0011587348930456654,0.0031258697336341425,4.640445362244425e-05,0.0005200633526795209,0.0014349185244862288
266120,Klabat,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.752183057927276e-05,0.0020525356418555664,0.011898339912800029,6.108510695021008e-05,0.0018545483482752861,0.010785868332124896,4.519897093861326e-06,0.00013734210610649229,0.0007667167502287713,1.6016474500863199e-06,4.959133533000296e-05,0.0002819851036256355,2.858373893370098e-07,1.0010494670023145e-05,5.6781105867064366e-05,2.9341695778026206e-08,1.0433574737621662e-06,6.9886209536616034e-06
262000,Krakatau,Indonesia,Bayesian update,44,1,0,Caldera,Large caldera,0.13913303816191266,0.177439978239244,0.22170261828484716,0.13516472837486765,0.1543661085143979,0.17191344001672706,0.002814824298865425,0.012864853311190916,0.02446440104406396,0.0004920822688450727,0.004638731726532293,0.011445807920556985,0.0004538752540697837,0.003768169442749898,0.009247747914124936,0.0002075279652647545,0.0018021152443730192,0.004631221389374195
273080,Laguna Caldera,Philippines and SE Asia,Analogue,0,0,0,Caldera,Large caldera,0.00029315335660208585,0.0029556582381071177,0.011464013758426948,0.00024793188026404325,0.0024984739291419437,0.009669668896591191,2.5786437798844483e-05,0.00025463710953380785,0.0010038004348904932,1.0529196843723554e-05,0.00010792113388351281,0.0004235237397195471,7.69057497663692e-06,8.074607722704354e-05,0.0003115601150926938,1.2152667188376466e-06,1.3879988320809797e-05,5.5460572133025825e-05
263320,Lamongan,Indonesia,Bayesian update,41,0,0,Large cone,Semi-plugged stratocone,0.13490358115112724,0.1616036693554442,0.19290920431017083,0.13192716162986767,0.14575072544607814,0.1590534736829392,0.002332200832279616,0.010402167867560298,0.020009226074264086,0.0004777918520661719,0.0038699843416310498,0.009427714911357894,0.00012508461153110277,0.0011716491105135136,0.0032360495752465327,4.13422253826732e-05,0.0004091425896611998,0.001182740066363122
263260,Lawu,Indonesia,Bayesian update,1,0,0,Large cone,Well-plugged stratocone,0.0014358857875197088,0.0040854389891535805,0.00851864795847001,0.0013143424839874443,0.002803079287670365,0.004524430185964229,5.804341704588803e-05,0.0006052827729303304,0.001877358738928879,4.3464935613364496e-05,0.0004576687746991281,0.0014301710926789468,1.2529930947712124e-05,0.00013834685075324847,0.0004388266734956029,7.505019925299633e-06,8.106130310050878e-05,0.00024786126740235464
271031,Leonard Range,Philippines and SE Asia,Analogue,0,0,0,Large cone,Well-plugged stratocone,6.348957768576972e-05,0.002051641903229476,0.011685698051931122,5.756759270521164e-05,0.0018543444634560018,0.010557840784128369,3.997010366427973e-06,0.0001364731148514496,0.0007773356643605016,1.5801901147961644e-06,4.941366805927327e-05,0.0002857349463655312,3.141677913059094e-07,1.0357876796020914e-05,5.7798293539336424e-05,3.061670802804367e-08,1.0527800667300924e-06,6.988363537385815e-06
264200,Leroboleng,Indonesia,Bayesian update,4,0,0,Large cone,Semi-plugged stratocone,0.010268442644356597,0.016161206848178695,0.024339024655368868,0.00998063992911228,0.013405762640093296,0.01683001735087423,0.00017943761845714884,0.001618645221487829,0.004229289548490098,7.045519937327576e-05,0.0007203665965302129,0.002062954084315238,3.007243053444933e-05,0.00033138888491714944,0.0009702910070514718,7.8374668794438e-06,8.50435051502075e-05,0.00024647266463783015
264180,Lewotobi,Indonesia,Bayesian update,21,0,0,Large cone,Semi-plugged stratocone,0.06597606169783862,0.08336896578110654,0.10506822391085022,0.06474740573846785,0.07421683336573744,0.08354278328533228,0.0008721077495400221,0.005777893514350537,0.012655965336946092,0.0002459203640317011,0.0022669382666779554,0.005760102976995049,7.510444898988277e-05,0.0007618789318041627,0.0021503767898280782,3.552339680916782e-05,0.00034542170253643733,0.0009589955217487304
264230,Lewotolo,Indonesia,Bayesian update,8,0,0,Large cone,Semi-plugged stratocone,0.02265221193338325,0.03211981378053598,0.04471816710868599,0.022129956138227734,0.027537149649838465,0.03280201354573053,0.00034328057035096324,0.002814048389861096,0.006970165327681032,0.00012672127609941503,0.001225343895206993,0.003358411017750126,3.548430987801243e-05,0.00037380013475810895,0.0010899255243262043,1.676963882713006e-05,0.0001694717108713161,0.0004976516931980983
266100,Lokon-Empung,Indonesia,Bayesian update,29,0,0,Large cone,Open-vent stratocone,0.09514933991979932,0.11468692966856317,0.1387942088186263,0.09401229582077358,0.10507034488298822,0.11532950388872955,0.0007109516066134908,0.005559972572069713,0.012914478144499973,0.00028716917747787017,0.002648382410817116,0.0067025434791984,0.00010478494867337863,0.0010572750257684775,0.002855504222587713,3.413836626099716e-05,0.0003509547769196404,0.0009921790836106936
261111,Lubukraya,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.18657267392785e-05,0.002028567708152076,0.011733278582397684,5.5563964080134514e-05,0.0018310578579995743,0.010578301886223832,4.288709502175473e-06,0.00013728757457918755,0.0008016175373737535,1.6559368121889087e-06,4.9404196880726786e-05,0.00028897186372226733,3.2519441272412596e-07,9.772128340785154e-06,5.7178632871543203e-05,3.192193205548212e-08,1.0459503518023954e-06,7.208662206286095e-06
275020,Ly Son Group,Philippines and SE Asia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.4055773920643448e-05,0.0008393469852134645,0.005007815440164264,2.1852842251475944e-05,0.000759968647043785,0.0045172712285518135,1.9902288482271734e-06,7.139887945384412e-05,0.00044018718747592674,1.9327424853037853e-07,7.2345833156412665e-06,4.506458241423419e-05,1.8064022526277038e-08,6.692455363774897e-07,4.607046775519848e-06,1.3645498836774044e-09,7.562986381655436e-08,6.853949467700214e-07
272070,Mahagnao,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.44790667968558e-05,0.002036993035944375,0.011456663088777793,5.85020243214717e-05,0.0018400058306258364,0.010289920528422085,4.060369807370582e-06,0.00013465191287410265,0.0008052352956162615,1.5782241930673363e-06,5.1333231621637876e-05,0.000295963789321185,3.1208505349401194e-07,9.984422107499363e-06,5.861040614028668e-05,2.6363421452166583e-08,1.0176387152986189e-06,6.933069277975477e-06
266110,Mahawu,Indonesia,Bayesian update,6,0,1,Large cone,Semi-plugged stratocone,0.017755764111616466,0.026338854296169893,0.03796537905864061,0.017312784598619815,0.022151490486141463,0.026900373995080152,0.00028234100086248437,0.0025419933801927867,0.006491716299814868,9.985629706249314e-05,0.0010155545007388188,0.002794300926520781,4.244524248928244e-05,0.00043845459108903776,0.001227879845540411,1.8336972582394173e-05,0.00019136133800778634,0.000551107991684393
271040,Makaturing,Philippines and SE Asia,Bayesian update,1,0,1,Large cone,Semi-plugged stratocone,0.002368861340712844,0.006535147555732507,0.012643442153464163,0.002170995184810097,0.004539350101252867,0.006799683603836296,0.0001230056695418809,0.0012157791355217155,0.0034987049538997383,5.080268104567727e-05,0.000519749448374019,0.0015588008014210328,2.405780531518876e-05,0.00026026887058390436,0.0007862527943070945,0.0,0.0,0.0
268070,Makian,Indonesia,Bayesian update,4,3,0,Large cone,Semi-plugged stratocone,0.015544818276047584,0.02265764248510448,0.03224612601566276,0.01520889864564396,0.019426335356398528,0.02372001368466874,0.0002145241801367311,0.002014343887682668,0.005169785618870468,8.943989185571615e-05,0.0008868049576319823,0.0024212432469916116,3.195555841117725e-05,0.000330158283391301,0.0009350834651319412,0.0,0.0,0.0
271071,Malindang,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,7.076586355110175e-05,0.0020516570508678504,0.011713254085147158,6.41894146787902e-05,0.0018468419966880334,0.010575835150806748,4.435002058784981e-06,0.00014280618162862315,0.0007820628991196997,1.8166886916811298e-06,5.107850739755542e-05,0.0002917162861392672,2.980911536969755e-07,9.90024871984633e-06,5.657089504803664e-05,2.666696814846987e-08,1.030116433792212e-06,7.068854033406542e-06
